,_channel,_city,_country,_created_at,_golden,_id,_missed,_region,_started_at,_tainted,_trust,_unit_id,_updated_at,_worker_id,answer_match,answer_start_offset,answer_text,article_title,audio_feedback,audio_feedback_gold,audio_feedback_gold_reason,audio_url,distance_to_root,elocution,elocution_gold,elocution_gold_reason,feedback,feedback_gold,feedback_gold_reason,file_name,interruption,interruption_gold,interruption_gold_reason,length,length_gold,length_gold_reason,mp3,mp3_url,needs_met,needs_met_gold,needs_met_gold_reason,num_dependencies,ogg,orig__created_at,orig__golden,orig__unit_id,question,question_id,sentence_text,short_answer,short_answer_gold,short_answer_gold_reason,tts_engine
1509,elite,New York,USA,3/11/2018 13:41:59,false,3461962259,,NY,3/11/2018 13:37:43,false,0.8,1622319663,,44245314,1.0,635.0,the Renaissance,Age_of_Enlightenment,,,,,6.0,Moderate,,,,,,,No,,,OK,,,5710aa05a58dae1900cd6af8_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/5710aa05a58dae1900cd6af8_base.mp3,"Yes, fully",,,20.0,5710aa05a58dae1900cd6af8_base.ogg,,,,Children were taught to memorize facts through methods that originated during which time period?,5710aa05a58dae1900cd6af8,Children were taught to memorize facts through oral and graphic methods that originated during the Renaissance.,The renaissance,,,IBM
1511,elite,Salt Lake City,USA,3/11/2018 23:47:00,false,3463579838,,UT,3/11/2018 23:44:26,false,1.0,1622319664,,44212790,0.0,635.0,the Renaissance,Age_of_Enlightenment,,,,,6.0,Good,,,,,,,No,,,OK,,,5710aa05a58dae1900cd6af8_pitch.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/5710aa05a58dae1900cd6af8_pitch.mp3,"No, it doesn't",,,20.0,5710aa05a58dae1900cd6af8_pitch.ogg,,,,Children were taught to memorize facts through methods that originated during which time period?,5710aa05a58dae1900cd6af8,Children were taught to memorize facts through oral and graphic methods that originated during the Renaissance.,,,,IBM
1513,elite,Manassas,USA,3/11/2018 23:59:07,false,3463612792,,VA,3/11/2018 23:56:43,false,0.8889,1622319664,,44212753,0.0,635.0,the Renaissance,Age_of_Enlightenment,,,,,6.0,Good,,,,,,,No,,,OK,,,5710aa05a58dae1900cd6af8_pitch.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/5710aa05a58dae1900cd6af8_pitch.mp3,"No, it doesn't",,,20.0,5710aa05a58dae1900cd6af8_pitch.ogg,,,,Children were taught to memorize facts through methods that originated during which time period?,5710aa05a58dae1900cd6af8,Children were taught to memorize facts through oral and graphic methods that originated during the Renaissance.,,,,IBM
1515,instagc,New Westminster,CAN,3/12/2018 00:04:20,false,3463625714,,BC,3/11/2018 23:58:53,false,1.0,1622319664,,31574574,0.8333333333333334,635.0,the Renaissance,Age_of_Enlightenment,nothing,,,,6.0,Good,,,,,,,No,,,OK,,,5710aa05a58dae1900cd6af8_pitch.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/5710aa05a58dae1900cd6af8_pitch.mp3,"Yes, fully",,,20.0,5710aa05a58dae1900cd6af8_pitch.ogg,,,,Children were taught to memorize facts through methods that originated during which time period?,5710aa05a58dae1900cd6af8,Children were taught to memorize facts through oral and graphic methods that originated during the Renaissance.,renaissance,,,IBM
1517,prizerebel,Hamilton,CAN,3/11/2018 17:55:08,false,3462569023,,ON,3/11/2018 17:52:06,false,0.8,1622319665,,44246595,0.8888888888888888,533.0,the Fourth Republic,Republic_of_the_Congo,doubtful as to whether this is the answer.,,,,6.0,Moderate,,,,,,,No,,,OK,,,56dce55f66d3e219004dab54_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/56dce55f66d3e219004dab54_base.mp3,Highly,,,20.0,56dce55f66d3e219004dab54_base.ogg,,,,What did the 1946 constitution establish Brazzaville as?,56dce55f66d3e219004dab54,It also received a local legislature after the adoption of the 1946 constitution that established the Fourth Republic.,fourth republic,,,IBM
1519,elite,Miami,USA,3/11/2018 18:00:54,false,3462582648,,FL,3/11/2018 17:54:22,false,0.9,1622319665,,44315879,0.8888888888888888,533.0,the Fourth Republic,Republic_of_the_Congo,,,,,6.0,Good,,,,,,,No,,,OK,,,56dce55f66d3e219004dab54_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/56dce55f66d3e219004dab54_base.mp3,"Yes, fully",,,20.0,56dce55f66d3e219004dab54_base.ogg,,,,What did the 1946 constitution establish Brazzaville as?,56dce55f66d3e219004dab54,It also received a local legislature after the adoption of the 1946 constitution that established the Fourth Republic.,Fourth Republic,,,IBM
1521,elite,Atlanta,USA,3/11/2018 18:58:31,false,3462726448,,GA,3/11/2018 18:47:16,false,0.9,1622319665,,44278088,0.7142857142857143,533.0,the Fourth Republic,Republic_of_the_Congo,N/a,,,,6.0,Good,,,,,,,No,,,OK,,,56dce55f66d3e219004dab54_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/56dce55f66d3e219004dab54_base.mp3,"Yes, fully",,,20.0,56dce55f66d3e219004dab54_base.ogg,,,,What did the 1946 constitution establish Brazzaville as?,56dce55f66d3e219004dab54,It also received a local legislature after the adoption of the 1946 constitution that established the Fourth Republic.,established the Fourth Republic,,,IBM
1523,prodege,Ozark,USA,3/11/2018 21:05:24,false,3463091496,,AL,3/11/2018 20:59:54,false,1.0,1622319666,,38806465,0.8888888888888888,533.0,the Fourth Republic,Republic_of_the_Congo,,,,,6.0,Good,,,,,,,No,,,OK,,,56dce55f66d3e219004dab54_pitch.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/56dce55f66d3e219004dab54_pitch.mp3,"Yes, fully",,,20.0,56dce55f66d3e219004dab54_pitch.ogg,,,,What did the 1946 constitution establish Brazzaville as?,56dce55f66d3e219004dab54,It also received a local legislature after the adoption of the 1946 constitution that established the Fourth Republic.,Fourth republic,,,IBM
1525,instagc,Verdun,CAN,3/11/2018 23:27:02,false,3463526657,,QC,3/11/2018 23:05:45,false,0.9,1622319666,,42431127,0.8888888888888888,533.0,the Fourth Republic,Republic_of_the_Congo,none,,,,6.0,Good,,,,,,,No,,,OK,,,56dce55f66d3e219004dab54_pitch.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/56dce55f66d3e219004dab54_pitch.mp3,"Yes, fully",,,20.0,56dce55f66d3e219004dab54_pitch.ogg,,,,What did the 1946 constitution establish Brazzaville as?,56dce55f66d3e219004dab54,It also received a local legislature after the adoption of the 1946 constitution that established the Fourth Republic.,fourth  republique,,,IBM
1527,elite,,USA,3/11/2018 23:31:42,false,3463538612,,,3/11/2018 23:30:40,false,1.0,1622319666,,44212771,0.0,533.0,the Fourth Republic,Republic_of_the_Congo,,,,,6.0,Good,,,,,,,No,,,Too long,,,56dce55f66d3e219004dab54_pitch.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/56dce55f66d3e219004dab54_pitch.mp3,"No, it doesn't",,,20.0,56dce55f66d3e219004dab54_pitch.ogg,,,,What did the 1946 constitution establish Brazzaville as?,56dce55f66d3e219004dab54,It also received a local legislature after the adoption of the 1946 constitution that established the Fourth Republic.,,,,IBM
1529,prodege,Ozark,USA,3/11/2018 20:59:52,false,3463073827,,AL,3/11/2018 20:53:55,false,1.0,1622319667,,38806465,0.6,442.0,Chrome,Web_browser,,,,,6.0,Good,,,,,,,No,,,OK,,,56e0cfce7aa994140058e737_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/56e0cfce7aa994140058e737_base.mp3,"Yes, fully",,,21.0,56e0cfce7aa994140058e737_base.ogg,,,,What other browser has Google as the default search engine?,56e0cfce7aa994140058e737,"In addition, Google Search is also (as one would expect) the default search engine in Google Chrome.",Google chrome,,,IBM
1531,instagc,Verdun,CAN,3/11/2018 23:05:44,false,3463468884,,QC,3/11/2018 22:43:59,false,0.9,1622319667,,42431127,0.6,442.0,Chrome,Web_browser,none,,,,6.0,Good,,,,,,,No,,,OK,,,56e0cfce7aa994140058e737_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/56e0cfce7aa994140058e737_base.mp3,"Yes, fully",,,21.0,56e0cfce7aa994140058e737_base.ogg,,,,What other browser has Google as the default search engine?,56e0cfce7aa994140058e737,"In addition, Google Search is also (as one would expect) the default search engine in Google Chrome.",google chrome,,,IBM
1533,elite,Salt Lake City,USA,3/11/2018 23:42:32,false,3463568282,,UT,3/11/2018 23:41:37,false,1.0,1622319667,,44212790,0.0,442.0,Chrome,Web_browser,,,,,6.0,Good,,,,,,,No,,,OK,,,56e0cfce7aa994140058e737_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/56e0cfce7aa994140058e737_base.mp3,"No, it doesn't",,,21.0,56e0cfce7aa994140058e737_base.ogg,,,,What other browser has Google as the default search engine?,56e0cfce7aa994140058e737,"In addition, Google Search is also (as one would expect) the default search engine in Google Chrome.",,,,IBM
1535,elite,Manassas,USA,3/12/2018 00:02:56,false,3463621924,,VA,3/12/2018 00:01:37,false,0.8889,1622319668,,44212753,0.0,442.0,Chrome,Web_browser,,,,,6.0,Good,,,,,,,No,,,OK,,,56e0cfce7aa994140058e737_pitch.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/56e0cfce7aa994140058e737_pitch.mp3,"No, it doesn't",,,21.0,56e0cfce7aa994140058e737_pitch.ogg,,,,What other browser has Google as the default search engine?,56e0cfce7aa994140058e737,"In addition, Google Search is also (as one would expect) the default search engine in Google Chrome.",,,,IBM
1537,elite,Manassas,USA,3/12/2018 00:07:31,false,3463633328,,VA,3/12/2018 00:06:46,false,1.0,1622319668,,44212727,0.0,442.0,Chrome,Web_browser,,,,,6.0,Good,,,,,,,No,,,OK,,,56e0cfce7aa994140058e737_pitch.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/56e0cfce7aa994140058e737_pitch.mp3,"No, it doesn't",,,21.0,56e0cfce7aa994140058e737_pitch.ogg,,,,What other browser has Google as the default search engine?,56e0cfce7aa994140058e737,"In addition, Google Search is also (as one would expect) the default search engine in Google Chrome.",,,,IBM
1539,instagc,Louisville,USA,3/12/2018 00:24:21,false,3463675040,,KY,3/12/2018 00:15:47,false,1.0,1622319668,,43755034,1.0,442.0,Chrome,Web_browser,,,,,6.0,Moderate,,,,,,,No,,,OK,,,56e0cfce7aa994140058e737_pitch.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/56e0cfce7aa994140058e737_pitch.mp3,Highly,,,21.0,56e0cfce7aa994140058e737_pitch.ogg,,,,What other browser has Google as the default search engine?,56e0cfce7aa994140058e737,"In addition, Google Search is also (as one would expect) the default search engine in Google Chrome.",chrome,,,IBM
1541,elite,New York,USA,3/11/2018 14:19:57,false,3462047855,,NY,3/11/2018 14:17:20,false,1.0,1622319669,,44229481,0.8,323.0,Yangtze,Sichuan,,,,,6.0,Moderate,,,,,,,No,,,OK,,,5727af8b4b864d1900163a61_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/5727af8b4b864d1900163a61_base.mp3,Highly,,,21.0,5727af8b4b864d1900163a61_base.ogg,,,,The Min River is a major tributary of what river? ,5727af8b4b864d1900163a61,"Li Bing, engineered the Dujiangyan irrigation system to control the Min River, a major tributary of the Yangtze.",Yang xi,,,IBM
1543,prodege,Saint Peters,CAN,3/11/2018 14:27:36,false,3462072613,,NS,3/11/2018 14:18:46,false,1.0,1622319669,,44029695,1.0,323.0,Yangtze,Sichuan,the min river is a major tributary of the yangtze river,,,,6.0,Good,,,,,,,No,,,Too long,,,5727af8b4b864d1900163a61_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/5727af8b4b864d1900163a61_base.mp3,"Yes, fully",,,21.0,5727af8b4b864d1900163a61_base.ogg,,,,The Min River is a major tributary of what river? ,5727af8b4b864d1900163a61,"Li Bing, engineered the Dujiangyan irrigation system to control the Min River, a major tributary of the Yangtze.",yangtze,,,IBM
1545,keeprewarding,Havelock,CAN,3/11/2018 14:31:33,false,3462085446,,ON,3/11/2018 14:21:33,false,0.9,1622319669,,30315390,1.0,323.0,Yangtze,Sichuan,nothing,,,,6.0,Good,,,,,,,Yes,,,OK,,,5727af8b4b864d1900163a61_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/5727af8b4b864d1900163a61_base.mp3,Highly,,,21.0,5727af8b4b864d1900163a61_base.ogg,,,,The Min River is a major tributary of what river? ,5727af8b4b864d1900163a61,"Li Bing, engineered the Dujiangyan irrigation system to control the Min River, a major tributary of the Yangtze.",yangtze,,,IBM
1547,clixsense,Montréal,CAN,3/11/2018 16:49:26,false,3462401715,,QC,3/11/2018 16:46:48,false,1.0,1622319670,,40925305,1.0,323.0,Yangtze,Sichuan,funny pronunciation of answer,,,,6.0,Moderate,,,,,,,No,,,OK,,,5727af8b4b864d1900163a61_pitch.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/5727af8b4b864d1900163a61_pitch.mp3,"Yes, fully",,,21.0,5727af8b4b864d1900163a61_pitch.ogg,,,,The Min River is a major tributary of what river? ,5727af8b4b864d1900163a61,"Li Bing, engineered the Dujiangyan irrigation system to control the Min River, a major tributary of the Yangtze.",yangtze,,,IBM
1549,elite,Miami,USA,3/11/2018 17:26:48,false,3462500404,,FL,3/11/2018 17:21:16,false,0.9,1622319670,,44315879,1.0,323.0,Yangtze,Sichuan,,,,,6.0,Good,,,,,,,No,,,OK,,,5727af8b4b864d1900163a61_pitch.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/5727af8b4b864d1900163a61_pitch.mp3,"Yes, fully",,,21.0,5727af8b4b864d1900163a61_pitch.ogg,,,,The Min River is a major tributary of what river? ,5727af8b4b864d1900163a61,"Li Bing, engineered the Dujiangyan irrigation system to control the Min River, a major tributary of the Yangtze.",Yangtze,,,IBM
1551,neodev,New York,USA,3/11/2018 17:38:37,false,3462528184,,NY,3/11/2018 17:31:00,false,0.9,1622319670,,43941154,1.0,323.0,Yangtze,Sichuan,,,,,6.0,Moderate,,,,,,,No,,,OK,,,5727af8b4b864d1900163a61_pitch.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/5727af8b4b864d1900163a61_pitch.mp3,"Yes, fully",,,21.0,5727af8b4b864d1900163a61_pitch.ogg,,,,The Min River is a major tributary of what river? ,5727af8b4b864d1900163a61,"Li Bing, engineered the Dujiangyan irrigation system to control the Min River, a major tributary of the Yangtze.",yangtze,,,IBM
1553,prodege,Ozark,USA,3/11/2018 21:05:24,false,3463091493,,AL,3/11/2018 20:59:54,false,1.0,1622319671,,38806465,0.967741935483871,81.0,World Bank and the International Monetary Fund,Mali,,,,,6.0,Good,,,,,,,No,,,OK,,,5726d4705951b619008f7f56_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/5726d4705951b619008f7f56_base.mp3,"Yes, fully",,,22.0,5726d4705951b619008f7f56_base.ogg,,,,Mali signed agreements with what to parties that began their economic changes?,5726d4705951b619008f7f56,"Mali underwent economic reform, beginning in 1988 by signing agreements with the World Bank and the International Monetary Fund.",World bank and international monetary fund,,,IBM
1555,instagc,Verdun,CAN,3/11/2018 23:27:02,false,3463526664,,QC,3/11/2018 23:05:45,false,0.9,1622319671,,42431127,0.9523809523809524,81.0,World Bank and the International Monetary Fund,Mali,none,,,,6.0,Good,,,,,,,No,,,OK,,,5726d4705951b619008f7f56_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/5726d4705951b619008f7f56_base.mp3,"Yes, fully",,,22.0,5726d4705951b619008f7f56_base.ogg,,,,Mali signed agreements with what to parties that began their economic changes?,5726d4705951b619008f7f56,"Mali underwent economic reform, beginning in 1988 by signing agreements with the World Bank and the International Monetary Fund.",world bank and international monetary funds,,,IBM
1557,elite,,USA,3/11/2018 23:31:42,false,3463538607,,,3/11/2018 23:30:40,false,1.0,1622319671,,44212771,0.0,81.0,World Bank and the International Monetary Fund,Mali,,,,,6.0,Good,,,,,,,No,,,OK,,,5726d4705951b619008f7f56_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/5726d4705951b619008f7f56_base.mp3,"No, it doesn't",,,22.0,5726d4705951b619008f7f56_base.ogg,,,,Mali signed agreements with what to parties that began their economic changes?,5726d4705951b619008f7f56,"Mali underwent economic reform, beginning in 1988 by signing agreements with the World Bank and the International Monetary Fund.",,,,IBM
1559,elite,Tempe,USA,3/11/2018 20:23:47,false,3462967912,,AZ,3/11/2018 20:22:02,false,1.0,1622319672,,42260484,0.0,81.0,World Bank and the International Monetary Fund,Mali,,,,,6.0,Good,,,,,,,No,,,OK,,,5726d4705951b619008f7f56_pitch.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/5726d4705951b619008f7f56_pitch.mp3,"No, it doesn't",,,22.0,5726d4705951b619008f7f56_pitch.ogg,,,,Mali signed agreements with what to parties that began their economic changes?,5726d4705951b619008f7f56,"Mali underwent economic reform, beginning in 1988 by signing agreements with the World Bank and the International Monetary Fund.",,,,IBM
1561,prodege,Toronto,CAN,3/11/2018 20:31:09,false,3462989984,,ON,3/11/2018 20:28:55,false,1.0,1622319672,,27568181,1.0,81.0,World Bank and the International Monetary Fund,Mali,,,,,6.0,Good,,,,,,,No,,,OK,,,5726d4705951b619008f7f56_pitch.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/5726d4705951b619008f7f56_pitch.mp3,Highly,,,22.0,5726d4705951b619008f7f56_pitch.ogg,,,,Mali signed agreements with what to parties that began their economic changes?,5726d4705951b619008f7f56,"Mali underwent economic reform, beginning in 1988 by signing agreements with the World Bank and the International Monetary Fund.",world bank and the international monetary fund,,,IBM
1563,elite,Astoria,USA,3/11/2018 20:41:27,false,3463019247,,NY,3/11/2018 20:40:02,false,1.0,1622319672,,42260888,0.0,81.0,World Bank and the International Monetary Fund,Mali,,,,,6.0,Good,,,,,,,No,,,Too long,,,5726d4705951b619008f7f56_pitch.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/5726d4705951b619008f7f56_pitch.mp3,"No, it doesn't",,,22.0,5726d4705951b619008f7f56_pitch.ogg,,,,Mali signed agreements with what to parties that began their economic changes?,5726d4705951b619008f7f56,"Mali underwent economic reform, beginning in 1988 by signing agreements with the World Bank and the International Monetary Fund.",,,,IBM
1565,prizerebel,Hamilton,CAN,3/11/2018 17:57:28,false,3462574364,,ON,3/11/2018 17:55:27,false,0.8,1622319673,,44246595,0.6,138.0,seven,Arnold_Schwarzenegger,answered well.,,,,6.0,Good,,,,,,,No,,,OK,,,56de64f9cffd8e1900b4b859_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/56de64f9cffd8e1900b4b859_base.mp3,"Yes, fully",,,23.0,56de64f9cffd8e1900b4b859_base.ogg,,,,How many times was Schwarzenegger awarded the Mr. Olympia title?,56de64f9cffd8e1900b4b859,He won the Mr. Universe title at age 20 and went on to win the Mr. Olympia contest seven times.,seven times,,,IBM
1567,neodev,Emmaus,USA,3/11/2018 18:14:47,false,3462613266,,PA,3/11/2018 18:10:47,false,1.0,1622319673,,20043657,1.0,138.0,seven,Arnold_Schwarzenegger,nothing,,,,6.0,Good,,,,,,,No,,,OK,,,56de64f9cffd8e1900b4b859_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/56de64f9cffd8e1900b4b859_base.mp3,"Yes, fully",,,23.0,56de64f9cffd8e1900b4b859_base.ogg,,,,How many times was Schwarzenegger awarded the Mr. Olympia title?,56de64f9cffd8e1900b4b859,He won the Mr. Universe title at age 20 and went on to win the Mr. Olympia contest seven times.,seven,,,IBM
1569,elite,Atlanta,USA,3/11/2018 19:39:13,false,3462841780,,GA,3/11/2018 19:22:36,false,0.9,1622319673,,44278088,0.8571428571428571,138.0,seven,Arnold_Schwarzenegger,N/a,,,,6.0,Good,,,,,,,No,,,OK,,,56de64f9cffd8e1900b4b859_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/56de64f9cffd8e1900b4b859_base.mp3,"Yes, fully",,,23.0,56de64f9cffd8e1900b4b859_base.ogg,,,,How many times was Schwarzenegger awarded the Mr. Olympia title?,56de64f9cffd8e1900b4b859,He won the Mr. Universe title at age 20 and went on to win the Mr. Olympia contest seven times.,7 *,,,IBM
1571,instagc,Hamler,USA,3/11/2018 13:49:33,false,3461978973,,OH,3/11/2018 13:43:45,false,1.0,1622319674,,19425875,0.2222222222222222,138.0,seven,Arnold_Schwarzenegger,Just answer the question.  Leave out extra info.,,,,6.0,Moderate,,,,,,,No,,,OK,,,56de64f9cffd8e1900b4b859_pitch.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/56de64f9cffd8e1900b4b859_pitch.mp3,"Yes, fully",,,23.0,56de64f9cffd8e1900b4b859_pitch.ogg,,,,How many times was Schwarzenegger awarded the Mr. Olympia title?,56de64f9cffd8e1900b4b859,He won the Mr. Universe title at age 20 and went on to win the Mr. Olympia contest seven times.,10 times,,,IBM
1573,prodege,York,USA,3/11/2018 13:56:43,false,3461994997,,PA,3/11/2018 13:47:56,false,0.875,1622319674,,20118641,1.0,138.0,seven,Arnold_Schwarzenegger,nothing,,,,6.0,Good,,,,,,,No,,,OK,,,56de64f9cffd8e1900b4b859_pitch.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/56de64f9cffd8e1900b4b859_pitch.mp3,"Yes, fully",,,23.0,56de64f9cffd8e1900b4b859_pitch.ogg,,,,How many times was Schwarzenegger awarded the Mr. Olympia title?,56de64f9cffd8e1900b4b859,He won the Mr. Universe title at age 20 and went on to win the Mr. Olympia contest seven times.,seven,,,IBM
1575,elite,New York,USA,3/11/2018 14:10:55,false,3462027265,,NY,3/11/2018 14:07:52,false,1.0,1622319674,,44229481,0.6,138.0,seven,Arnold_Schwarzenegger,,,,,6.0,Moderate,,,,,,,No,,,OK,,,56de64f9cffd8e1900b4b859_pitch.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/56de64f9cffd8e1900b4b859_pitch.mp3,"Yes, fully",,,23.0,56de64f9cffd8e1900b4b859_pitch.ogg,,,,How many times was Schwarzenegger awarded the Mr. Olympia title?,56de64f9cffd8e1900b4b859,He won the Mr. Universe title at age 20 and went on to win the Mr. Olympia contest seven times.,Seven times,,,IBM
1577,elite,Atlanta,USA,3/11/2018 19:22:29,false,3462793330,,GA,3/11/2018 19:15:38,false,0.9,1622319675,,44278088,0.7027027027027027,104.0,more difficult reading,Textual_criticism,N/a,,,,6.0,Good,,,,,,,No,,,OK,,,57278182dd62a815002e9f05_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/57278182dd62a815002e9f05_base.mp3,"Yes, fully",,,23.0,57278182dd62a815002e9f05_base.ogg,,,,"Define ""lectio difficilior""",57278182dd62a815002e9f05,Two common considerations have the Latin names lectio brevior (shorter reading) and lectio difficilior (more difficult reading).,lecture diffa sillier more difficult reading,,,IBM
1579,elite,Miami,USA,3/11/2018 19:44:06,false,3462855386,,FL,3/11/2018 19:37:17,false,0.8,1622319675,,44330799,0.8695652173913043,104.0,more difficult reading,Textual_criticism,,,,,6.0,Good,,,,,,,No,,,OK,,,57278182dd62a815002e9f05_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/57278182dd62a815002e9f05_base.mp3,"Yes, fully",,,23.0,57278182dd62a815002e9f05_base.ogg,,,,"Define ""lectio difficilior""",57278182dd62a815002e9f05,Two common considerations have the Latin names lectio brevior (shorter reading) and lectio difficilior (more difficult reading).,difficult reading,,,IBM
1581,elite,Tempe,USA,3/11/2018 19:44:12,false,3462855640,,AZ,3/11/2018 19:42:53,false,1.0,1622319675,,42260600,0.0,104.0,more difficult reading,Textual_criticism,,,,,6.0,Good,,,,,,,No,,,OK,,,57278182dd62a815002e9f05_base.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/57278182dd62a815002e9f05_base.mp3,"No, it doesn't",,,23.0,57278182dd62a815002e9f05_base.ogg,,,,"Define ""lectio difficilior""",57278182dd62a815002e9f05,Two common considerations have the Latin names lectio brevior (shorter reading) and lectio difficilior (more difficult reading).,,,,IBM
1583,elite,Miami,USA,3/11/2018 16:25:22,false,3462344188,,FL,3/11/2018 16:16:33,false,0.8,1622319676,,43887653,0.4545454545454545,104.0,more difficult reading,Textual_criticism,,,,,6.0,Good,,,,,,,No,,,OK,,,57278182dd62a815002e9f05_pitch.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/57278182dd62a815002e9f05_pitch.mp3,"Yes, fully",,,23.0,57278182dd62a815002e9f05_pitch.ogg,,,,"Define ""lectio difficilior""",57278182dd62a815002e9f05,Two common considerations have the Latin names lectio brevior (shorter reading) and lectio difficilior (more difficult reading).,lecture difficili,,,IBM
1585,clixsense,Montréal,CAN,3/11/2018 16:36:28,false,3462368732,,QC,3/11/2018 16:27:53,false,1.0,1622319676,,40925305,1.0,104.0,more difficult reading,Textual_criticism,don't pronounce dot for period at the end,,,,6.0,Good,,,,,,,No,,,OK,,,57278182dd62a815002e9f05_pitch.mp3,https://bitbucket.org/varepsilon/squad-audio-data/raw/f119f4973f9346836af624b2d4827164d0614eed/2-30more_IBM/57278182dd62a815002e9f05_pitch.mp3,"Yes, fully",,,23.0,57278182dd62a815002e9f05_pitch.ogg,,,,"Define ""lectio difficilior""",57278182dd62a815002e9f05,Two common considerations have the Latin names lectio brevior (shorter reading) and lectio difficilior (more difficult reading).,more difficult reading,,,IBM
